Date,Plant_ID,Plant_Location,Machine_ID,Machine_Type,Shift,Operator_ID,Downtime_Minutes,Failure_Type,Maintenance_Cost,Production_Loss_Units,Production_Loss_Value,Repair_Time_Minutes,Technician_ID,Status,Root_Cause
07/16/2022,PLT-001,Pune,MCH-001-009,Lathe Machine,Morning,OPR-1094,84,Sensor Failure,14182.54,201,104284.98,58,TECH-201,Resolved,Firmware error
07/16/2022,PLT-003,Bangalore,MCH-003-014,Welding Robot,Night,OPR-1045,155,Hydraulic Leak,39475.21,1140,767885.43,95,TECH-213,Resolved,Pressure spike
07/16/2022,PLT-002,Mumbai,MCH-002-014,Conveyor Belt,Night,OPR-1128,15,Human Error,4222.17,86,54357.27,13,TECH-252,Resolved,Wrong material loaded
07/16/2022,PLT-003,Bangalore,MCH-003-015,Injection Moulding,Morning,OPR-1147,53,Sensor Failure,10742.47,182,70748.66,40,TECH-230,Resolved,Sensor disconnected
07/16/2022,PLT-001,Pune,MCH-001-020,CNC Machine,Morning,OPR-1199,315,Power Failure,74422.23,1572,376200.54,272,TECH-239,Resolved,Grid outage
07/16/2022,PLT-002,Mumbai,MCH-002-014,Robotic Arm,Morning,OPR-1145,215,Electrical Failure,54782.10,698,467527.73,180,TECH-240,Resolved,Short circuit
07/16/2022,PLT-003,Bangalore,MCH-003-009,Hydraulic Press,Afternoon,OPR-1015,265,Electrical Failure,72167.25,748,422247.82,182,TECH-231,Resolved,Short circuit
07/16/2022,PLT-001,Pune,MCH-001-020,CNC Machine,Morning,OPR-1122,85,Electrical Failure,12684.69,521,268555.67,76,TECH-208,Resolved,Motor burnout
07/16/2022,PLT-003,Bangalore,MCH-003-017,Welding Robot,Morning,OPR-1138,447,Power Failure,123111.87,1889,874569.28,271,TECH-227,Resolved,Voltage fluctuation
07/16/2022,PLT-001,Pune,MCH-001-015,Welding Robot,Night,OPR-1142,202,Mechanical Failure,47748.70,1482,323377.89,134,TECH-240,Pending,Worn bearings
07/16/2022,PLT-002,Mumbai,MCH-002-003,CNC Machine,Morning,OPR-1012,205,Electrical Failure,33686.87,1484,828430.66,145,TECH-245,Resolved,Wiring fault
07/16/2022,PLT-002,Mumbai,MCH-002-012,Packaging Unit,Night,OPR-1041,177,Mechanical Failure,17174.48,988,385832.53,115,TECH-239,Resolved,Belt snapped
07/16/2022,PLT-003,Bangalore,MCH-003-011,Conveyor Belt,Afternoon,OPR-1068,52,Mechanical Failure,6999.19,173,43992.77,42,TECH-233,Resolved,Worn bearings
07/16/2022,PLT-002,Mumbai,MCH-002-001,CNC Machine,Night,OPR-1031,111,Electrical Failure,12022.30,851,424607.85,88,TECH-238,Resolved,Blown fuse
07/16/2022,PLT-003,Bangalore,MCH-003-015,CNC Machine,Night,OPR-1048,30,Sensor Failure,7546.11,204,98205.25,19,TECH-241,Resolved,Dirty sensor
07/16/2022,PLT-001,Pune,MCH-001-008,Hydraulic Press,Night,OPR-1102,108,Electrical Failure,17124.75,693,286500.73,71,TECH-220,Resolved,Motor burnout
07/16/2022,PLT-002,Mumbai,MCH-002-007,Injection Moulding,Afternoon,OPR-1133,132,Overheating,22387.17,653,254871.00,118,TECH-238,Resolved,Ambient temperature
07/16/2022,PLT-001,Pune,MCH-001-011,Hydraulic Press,Afternoon,OPR-1094,160,Mechanical Failure,24579.05,360,67986.03,133,TECH-243,Resolved,Worn bearings
07/16/2022,PLT-001,Pune,MCH-001-013,Injection Moulding,Morning,OPR-1130,213,Electrical Failure,54150.11,752,130912.27,146,TECH-260,Resolved,Motor burnout
07/16/2022,PLT-003,Bangalore,MCH-003-011,Robotic Arm,Night,OPR-1090,142,Electrical Failure,37337.39,1007,201563.26,92,TECH-246,Resolved,Motor burnout
07/16/2022,PLT-002,Mumbai,MCH-002-011,CNC Machine,Morning,OPR-1108,72,Mechanical Failure,8893.40,319,163443.31,51,TECH-208,Pending,Gear misalignment
07/16/2022,PLT-003,Bangalore,MCH-003-012,Welding Robot,Morning,OPR-1184,22,Overheating,4474.65,57,22362.22,15,TECH-212,Resolved,Blocked ventilation
07/16/2022,PLT-001,Pune,MCH-001-013,Hydraulic Press,Morning,OPR-1143,42,Human Error,6078.70,256,96285.45,26,TECH-247,Resolved,Wrong material loaded
07/16/2022,PLT-002,Mumbai,MCH-002-020,Injection Moulding,Morning,OPR-1166,107,Electrical Failure,18099.82,841,614623.31,67,TECH-240,Resolved,Short circuit
07/16/2022,PLT-002,Mumbai,MCH-002-015,Conveyor Belt,Afternoon,OPR-1064,23,Human Error,4599.38,99,54723.28,14,TECH-237,Resolved,Missed maintenance check
07/16/2022,PLT-001,Pune,MCH-001-007,Robotic Arm,Morning,OPR-1072,23,Sensor Failure,5572.20,127,94926.35,18,TECH-256,Resolved,Dirty sensor
07/16/2022,PLT-001,Pune,MCH-001-017,Injection Moulding,Afternoon,OPR-1126,56,Overheating,13296.42,489,184086.85,47,TECH-251,Resolved,Ambient temperature
07/16/2022,PLT-003,Bangalore,MCH-003-020,Robotic Arm,Night,OPR-1022,272,Power Failure,25734.44,2268,382307.26,227,TECH-228,Resolved,Voltage fluctuation
07/16/2022,PLT-003,Bangalore,MCH-003-008,Packaging Unit,Morning,OPR-1146,113,Overheating,12370.50,694,305488.89,103,TECH-239,Resolved,Lubricant depletion
07/16/2022,PLT-002,Mumbai,MCH-002-002,Lathe Machine,Night,OPR-1021,131,Electrical Failure,20739.69,490,277458.58,96,TECH-260,Resolved,Motor burnout
07/17/2022,PLT-003,Bangalore,MCH-003-010,Conveyor Belt,Morning,OPR-1164,87,Human Error,7422.14,278,58937.40,70,TECH-252,Resolved,Wrong material loaded
07/17/2022,PLT-003,Bangalore,MCH-003-007,Lathe Machine,Morning,OPR-1124,71,Electrical Failure,19264.80,480,75018.75,43,TECH-236,Resolved,Motor burnout
07/17/2022,PLT-003,Bangalore,MCH-003-002,Hydraulic Press,Night,OPR-1167,214,Mechanical Failure,18971.02,851,249170.24,153,TECH-243,Pending,Gear misalignment
07/17/2022,PLT-002,Mumbai,MCH-002-006,Welding Robot,Morning,OPR-1170,141,Mechanical Failure,22524.21,788,437769.32,102,TECH-236,Resolved,Component fatigue
07/17/2022,PLT-002,Mumbai,MCH-002-002,Packaging Unit,Night,OPR-1006,114,Overheating,27795.00,297,184806.61,100,TECH-242,Pending,Ambient temperature
07/17/2022,PLT-001,Pune,MCH-001-013,Conveyor Belt,Night,OPR-1111,135,Hydraulic Leak,32329.62,902,368942.11,127,TECH-213,Resolved,Pressure spike
07/17/2022,PLT-003,Bangalore,MCH-003-010,Hydraulic Press,Night,OPR-1066,92,Sensor Failure,13796.40,337,189913.19,69,TECH-227,Pending,Calibration drift
07/17/2022,PLT-001,Pune,MCH-001-017,Conveyor Belt,Night,OPR-1083,159,Mechanical Failure,27111.78,442,89976.94,146,TECH-205,Resolved,Gear misalignment
07/17/2022,PLT-001,Pune,MCH-001-011,Hydraulic Press,Morning,OPR-1155,85,Electrical Failure,13191.89,202,60654.65,68,TECH-205,Resolved,Wiring fault
07/17/2022,PLT-002,Mumbai,MCH-002-014,Welding Robot,Night,OPR-1074,166,Hydraulic Leak,15713.08,525,382036.93,117,TECH-233,Resolved,Pipe crack
07/17/2022,PLT-003,Bangalore,MCH-003-012,CNC Machine,Night,OPR-1120,106,Electrical Failure,10098.76,275,183441.78,97,TECH-247,Resolved,Motor burnout
07/17/2022,PLT-002,Mumbai,MCH-002-020,CNC Machine,Night,OPR-1081,153,Electrical Failure,12202.48,1180,860485.50,108,TECH-216,Resolved,Motor burnout
07/17/2022,PLT-001,Pune,MCH-001-012,Conveyor Belt,Morning,OPR-1057,76,Mechanical Failure,7760.81,433,239415.25,51,TECH-230,Resolved,Worn bearings
07/17/2022,PLT-003,Bangalore,MCH-003-017,Robotic Arm,Morning,OPR-1181,79,Overheating,13586.04,229,120280.21,63,TECH-235,Resolved,Ambient temperature
07/17/2022,PLT-002,Mumbai,MCH-002-012,Conveyor Belt,Morning,OPR-1179,204,Hydraulic Leak,39990.70,774,236034.96,161,TECH-258,Resolved,Seal degradation
07/17/2022,PLT-003,Bangalore,MCH-003-002,Lathe Machine,Night,OPR-1134,140,Mechanical Failure,9915.40,274,94671.68,98,TECH-254,Resolved,Gear misalignment
07/17/2022,PLT-001,Pune,MCH-001-020,Lathe Machine,Morning,OPR-1121,235,Electrical Failure,35074.67,864,542190.95,147,TECH-254,Resolved,Wiring fault
07/17/2022,PLT-001,Pune,MCH-001-009,Conveyor Belt,Afternoon,OPR-1045,247,Hydraulic Leak,55652.98,1763,877602.23,219,TECH-227,Resolved,Valve failure
07/17/2022,PLT-001,Pune,MCH-001-018,Injection Moulding,Morning,OPR-1154,137,Mechanical Failure,15081.02,497,147054.00,126,TECH-209,Resolved,Component fatigue
07/17/2022,PLT-003,Bangalore,MCH-003-017,Injection Moulding,Afternoon,OPR-1059,133,Electrical Failure,23300.26,933,214726.53,125,TECH-257,Resolved,Short circuit
07/17/2022,PLT-001,Pune,MCH-001-006,Lathe Machine,Night,OPR-1103,159,Mechanical Failure,31283.06,1170,595842.27,135,TECH-228,Pending,Component fatigue
07/17/2022,PLT-002,Mumbai,MCH-002-004,Lathe Machine,Afternoon,OPR-1196,146,Electrical Failure,27562.82,503,303486.07,123,TECH-256,Resolved,Blown fuse
07/17/2022,PLT-001,Pune,MCH-001-016,Hydraulic Press,Night,OPR-1072,21,Sensor Failure,1933.03,149,117110.39,18,TECH-211,Resolved,Firmware error
07/17/2022,PLT-003,Bangalore,MCH-003-014,Conveyor Belt,Afternoon,OPR-1041,103,Electrical Failure,21099.50,542,266698.14,68,TECH-233,Resolved,Motor burnout
07/17/2022,PLT-003,Bangalore,MCH-003-005,CNC Machine,Afternoon,OPR-1136,25,Sensor Failure,3178.78,172,47651.48,15,TECH-220,Pending,Firmware error
07/17/2022,PLT-002,Mumbai,MCH-002-008,Lathe Machine,Night,OPR-1019,73,Human Error,11943.02,361,268212.69,50,TECH-253,Resolved,Wrong material loaded
07/17/2022,PLT-003,Bangalore,MCH-003-001,Welding Robot,Morning,OPR-1026,52,Sensor Failure,9838.19,359,124404.53,38,TECH-221,Resolved,Dirty sensor
07/17/2022,PLT-001,Pune,MCH-001-017,CNC Machine,Night,OPR-1050,108,Electrical Failure,8658.73,215,107350.37,89,TECH-236,Resolved,Blown fuse
07/17/2022,PLT-001,Pune,MCH-001-009,Injection Moulding,Morning,OPR-1057,187,Electrical Failure,26848.29,1394,586744.26,139,TECH-208,Resolved,Blown fuse
07/17/2022,PLT-001,Pune,MCH-001-009,Welding Robot,Afternoon,OPR-1035,66,Sensor Failure,11057.32,149,34876.68,43,TECH-235,Resolved,Firmware error
07/17/2022,PLT-001,Pune,MCH-001-016,Injection Moulding,Night,OPR-1039,78,Mechanical Failure,14290.17,304,142188.86,66,TECH-224,Resolved,Component fatigue
07/17/2022,PLT-003,Bangalore,MCH-003-003,Lathe Machine,Night,OPR-1145,78,Overheating,10451.77,441,234291.09,58,TECH-231,Resolved,Blocked ventilation
07/17/2022,PLT-001,Pune,MCH-001-017,Robotic Arm,Night,OPR-1191,45,Sensor Failure,7898.46,390,92569.91,36,TECH-256,Resolved,Sensor disconnected
07/17/2022,PLT-001,Pune,MCH-001-018,CNC Machine,Night,OPR-1004,70,Hydraulic Leak,11546.98,162,52877.78,65,TECH-237,Resolved,Pipe crack
07/17/2022,PLT-001,Pune,MCH-001-007,Lathe Machine,Afternoon,OPR-1159,84,Electrical Failure,11214.90,355,109324.10,78,TECH-218,Resolved,Blown fuse
07/17/2022,PLT-001,Pune,MCH-001-001,Welding Robot,Night,OPR-1140,49,Sensor Failure,5877.83,233,136420.03,30,TECH-206,Resolved,Sensor disconnected
07/17/2022,PLT-003,Bangalore,MCH-003-007,Injection Moulding,Morning,OPR-1149,130,Mechanical Failure,13284.08,839,640888.81,100,TECH-259,Resolved,Component fatigue
07/17/2022,PLT-002,Mumbai,MCH-002-001,Welding Robot,Morning,OPR-1053,57,Electrical Failure,5711.02,170,82975.20,48,TECH-227,Resolved,Short circuit
07/17/2022,PLT-002,Mumbai,MCH-002-009,Lathe Machine,Morning,OPR-1143,245,Mechanical Failure,62749.74,1289,555327.57,195,TECH-220,Resolved,Component fatigue
07/17/2022,PLT-002,Mumbai,MCH-002-006,Welding Robot,Afternoon,OPR-1040,131,Mechanical Failure,23739.53,847,641524.70,120,TECH-255,Resolved,Belt snapped
07/18/2022,PLT-002,Mumbai,MCH-002-007,Injection Moulding,Afternoon,OPR-1105,140,Mechanical Failure,24573.61,470,244487.06,114,TECH-248,Resolved,Worn bearings
07/18/2022,PLT-002,Mumbai,MCH-002-001,Welding Robot,Morning,OPR-1171,98,Overheating,27228.15,541,320973.60,86,TECH-237,Pending,Blocked ventilation
07/18/2022,PLT-003,Bangalore,MCH-003-011,CNC Machine,Morning,OPR-1191,54,Overheating,8806.06,323,185585.74,49,TECH-249,Resolved,Lubricant depletion
07/18/2022,PLT-002,Mumbai,MCH-002-017,Injection Moulding,Night,OPR-1135,101,Overheating,21759.01,611,221165.97,62,TECH-259,Resolved,Blocked ventilation
07/18/2022,PLT-001,Pune,MCH-001-008,Welding Robot,Night,OPR-1001,67,Overheating,10206.72,537,83345.64,48,TECH-258,Resolved,Lubricant depletion
07/18/2022,PLT-003,Bangalore,MCH-003-019,Hydraulic Press,Morning,OPR-1187,76,Electrical Failure,14165.99,336,170541.29,47,TECH-240,Resolved,Blown fuse
07/18/2022,PLT-001,Pune,MCH-001-011,Lathe Machine,Afternoon,OPR-1160,71,Sensor Failure,8081.29,162,115060.71,65,TECH-242,Resolved,Sensor disconnected
07/18/2022,PLT-003,Bangalore,MCH-003-010,Packaging Unit,Night,OPR-1120,290,Mechanical Failure,24786.92,1368,1051105.86,269,TECH-225,Resolved,Component fatigue
07/18/2022,PLT-001,Pune,MCH-001-016,CNC Machine,Morning,OPR-1138,198,Mechanical Failure,35604.03,558,353159.48,185,TECH-212,Resolved,Belt snapped
07/18/2022,PLT-003,Bangalore,MCH-003-014,Packaging Unit,Night,OPR-1051,85,Sensor Failure,13974.75,437,204549.71,79,TECH-228,Resolved,Firmware error
07/18/2022,PLT-002,Mumbai,MCH-002-016,Packaging Unit,Afternoon,OPR-1173,106,Mechanical Failure,12678.28,545,98884.13,84,TECH-245,Resolved,Belt snapped
07/18/2022,PLT-001,Pune,MCH-001-001,Conveyor Belt,Night,OPR-1187,36,Overheating,3714.28,114,49725.31,29,TECH-257,Pending,Blocked ventilation
07/18/2022,PLT-003,Bangalore,MCH-003-014,CNC Machine,Night,OPR-1052,170,Overheating,36031.32,391,72611.74,145,TECH-227,Resolved,Lubricant depletion
07/18/2022,PLT-003,Bangalore,MCH-003-011,Packaging Unit,Morning,OPR-1029,480,Power Failure,81324.66,2417,1038448.82,414,TECH-215,Pending,Grid outage
07/18/2022,PLT-001,Pune,MCH-001-003,Packaging Unit,Morning,OPR-1118,259,Electrical Failure,39693.16,823,241916.53,242,TECH-227,Pending,Short circuit
07/18/2022,PLT-001,Pune,MCH-001-005,Hydraulic Press,Morning,OPR-1127,32,Human Error,4369.03,276,49957.74,29,TECH-233,Resolved,Missed maintenance check
07/18/2022,PLT-002,Mumbai,MCH-002-003,Lathe Machine,Night,OPR-1021,67,Electrical Failure,10525.80,227,51873.61,59,TECH-252,Resolved,Blown fuse
07/18/2022,PLT-001,Pune,MCH-001-007,CNC Machine,Afternoon,OPR-1041,31,Sensor Failure,3854.54,154,40002.52,19,TECH-219,Resolved,Sensor disconnected
07/18/2022,PLT-002,Mumbai,MCH-002-010,CNC Machine,Night,OPR-1130,51,Electrical Failure,7116.67,109,67698.43,44,TECH-217,Resolved,Blown fuse
07/18/2022,PLT-002,Mumbai,MCH-002-004,Conveyor Belt,Afternoon,OPR-1030,76,Overheating,10039.04,351,79377.52,71,TECH-241,Resolved,Cooling fan failure
07/18/2022,PLT-003,Bangalore,MCH-003-006,Packaging Unit,Morning,OPR-1047,307,Mechanical Failure,30205.82,663,179079.65,252,TECH-255,Resolved,Belt snapped
07/18/2022,PLT-003,Bangalore,MCH-003-015,Welding Robot,Night,OPR-1037,128,Mechanical Failure,28784.88,546,178582.34,114,TECH-216,Resolved,Gear misalignment
07/18/2022,PLT-003,Bangalore,MCH-003-014,Conveyor Belt,Night,OPR-1154,94,Overheating,16093.11,235,128349.20,68,TECH-249,Resolved,Ambient temperature
07/18/2022,PLT-002,Mumbai,MCH-002-004,Welding Robot,Morning,OPR-1060,274,Mechanical Failure,75510.59,636,144305.62,199,TECH-242,Resolved,Gear misalignment
07/18/2022,PLT-002,Mumbai,MCH-002-014,Injection Moulding,Night,OPR-1188,66,Overheating,12993.02,216,50901.55,46,TECH-255,Resolved,Ambient temperature
07/18/2022,PLT-003,Bangalore,MCH-003-020,Injection Moulding,Night,OPR-1063,224,Overheating,51302.74,1463,1140116.38,208,TECH-203,Resolved,Blocked ventilation
07/18/2022,PLT-003,Bangalore,MCH-003-001,Conveyor Belt,Night,OPR-1060,454,Hydraulic Leak,90865.35,3021,1069819.60,411,TECH-219,Resolved,Valve failure
07/18/2022,PLT-001,Pune,MCH-001-002,Conveyor Belt,Morning,OPR-1146,129,Mechanical Failure,31592.93,438,350213.90,91,TECH-213,Resolved,Component fatigue
07/18/2022,PLT-001,Pune,MCH-001-009,CNC Machine,Morning,OPR-1087,40,Sensor Failure,4162.10,229,98653.96,26,TECH-253,Resolved,Calibration drift
07/18/2022,PLT-003,Bangalore,MCH-003-009,Conveyor Belt,Night,OPR-1153,114,Overheating,16653.91,627,437097.95,87,TECH-251,Resolved,Lubricant depletion
07/18/2022,PLT-002,Mumbai,MCH-002-018,Welding Robot,Afternoon,OPR-1154,45,Sensor Failure,5137.97,266,191688.58,36,TECH-244,Resolved,Dirty sensor
07/18/2022,PLT-003,Bangalore,MCH-003-005,CNC Machine,Morning,OPR-1073,30,Sensor Failure,2889.98,83,53867.48,28,TECH-213,Resolved,Sensor disconnected
07/18/2022,PLT-002,Mumbai,MCH-002-005,Robotic Arm,Night,OPR-1174,261,Mechanical Failure,59904.28,1546,635176.76,244,TECH-237,Resolved,Component fatigue
07/18/2022,PLT-003,Bangalore,MCH-003-007,Robotic Arm,Morning,OPR-1070,71,Human Error,19349.80,177,87404.56,46,TECH-234,Resolved,Wrong material loaded
07/18/2022,PLT-003,Bangalore,MCH-003-011,Welding Robot,Afternoon,OPR-1197,181,Hydraulic Leak,25377.14,632,128633.59,117,TECH-226,Resolved,Pressure spike
07/18/2022,PLT-003,Bangalore,MCH-003-009,Robotic Arm,Afternoon,OPR-1191,63,Electrical Failure,11782.17,148,108048.70,42,TECH-245,Resolved,Blown fuse
07/18/2022,PLT-003,Bangalore,MCH-003-017,Hydraulic Press,Afternoon,OPR-1007,74,Mechanical Failure,10973.78,403,93913.72,67,TECH-226,Pending,Worn bearings
07/18/2022,PLT-003,Bangalore,MCH-003-010,Conveyor Belt,Afternoon,OPR-1170,145,Mechanical Failure,28387.49,816,357753.17,119,TECH-253,Resolved,Component fatigue
07/18/2022,PLT-002,Mumbai,MCH-002-020,Hydraulic Press,Morning,OPR-1009,63,Overheating,12487.05,340,216044.74,49,TECH-221,Resolved,Ambient temperature
07/18/2022,PLT-003,Bangalore,MCH-003-002,Hydraulic Press,Afternoon,OPR-1196,101,Electrical Failure,20810.69,451,163134.13,74,TECH-202,Resolved,Short circuit
07/18/2022,PLT-003,Bangalore,MCH-003-018,Lathe Machine,Morning,OPR-1153,280,Hydraulic Leak,26817.44,906,245972.15,217,TECH-209,Resolved,Valve failure
07/18/2022,PLT-002,Mumbai,MCH-002-012,Robotic Arm,Night,OPR-1082,199,Mechanical Failure,22698.01,718,498521.61,124,TECH-224,Resolved,Gear misalignment
07/19/2022,PLT-001,Pune,MCH-001-004,Packaging Unit,Afternoon,OPR-1186,274,Mechanical Failure,53760.18,704,492305.29,220,TECH-210,Pending,Belt snapped
07/19/2022,PLT-002,Mumbai,MCH-002-013,Lathe Machine,Morning,OPR-1162,32,Sensor Failure,7418.92,74,31460.31,22,TECH-259,Resolved,Dirty sensor
07/19/2022,PLT-003,Bangalore,MCH-003-003,Conveyor Belt,Morning,OPR-1150,101,Electrical Failure,17943.71,337,97350.41,87,TECH-252,Pending,Motor burnout
07/19/2022,PLT-003,Bangalore,MCH-003-013,Packaging Unit,Afternoon,OPR-1074,118,Overheating,27567.55,746,320366.01,96,TECH-222,Resolved,Blocked ventilation
07/19/2022,PLT-002,Mumbai,MCH-002-012,Hydraulic Press,Night,OPR-1162,150,Electrical Failure,17401.58,949,628821.74,102,TECH-248,Resolved,Motor burnout
07/19/2022,PLT-001,Pune,MCH-001-010,Lathe Machine,Night,OPR-1193,174,Overheating,44637.93,464,101314.63,152,TECH-215,Resolved,Cooling fan failure
07/19/2022,PLT-001,Pune,MCH-001-003,CNC Machine,Afternoon,OPR-1146,99,Overheating,15634.21,658,307645.15,92,TECH-258,Resolved,Blocked ventilation
07/19/2022,PLT-001,Pune,MCH-001-014,Welding Robot,Night,OPR-1129,347,Mechanical Failure,57918.45,860,685439.04,296,TECH-211,Resolved,Worn bearings
07/19/2022,PLT-003,Bangalore,MCH-003-003,Lathe Machine,Night,OPR-1088,157,Electrical Failure,13862.66,1085,666688.36,141,TECH-254,Resolved,Blown fuse
07/19/2022,PLT-003,Bangalore,MCH-003-003,Robotic Arm,Afternoon,OPR-1170,234,Mechanical Failure,45207.46,565,275888.13,212,TECH-225,Resolved,Belt snapped
07/19/2022,PLT-003,Bangalore,MCH-003-019,Robotic Arm,Night,OPR-1087,68,Overheating,6538.52,525,170134.91,62,TECH-253,Resolved,Ambient temperature
07/19/2022,PLT-001,Pune,MCH-001-009,Robotic Arm,Night,OPR-1067,120,Electrical Failure,15836.72,691,127739.69,108,TECH-205,Resolved,Motor burnout
07/19/2022,PLT-003,Bangalore,MCH-003-010,Injection Moulding,Night,OPR-1046,127,Overheating,12726.86,393,263373.89,113,TECH-212,Resolved,Ambient temperature
07/19/2022,PLT-002,Mumbai,MCH-002-014,Robotic Arm,Morning,OPR-1135,268,Electrical Failure,24225.23,1279,251449.47,177,TECH-227,Resolved,Motor burnout
07/19/2022,PLT-003,Bangalore,MCH-003-012,Welding Robot,Morning,OPR-1049,77,Sensor Failure,16428.26,509,216955.12,51,TECH-260,Resolved,Sensor disconnected
07/19/2022,PLT-003,Bangalore,MCH-003-008,Hydraulic Press,Afternoon,OPR-1168,51,Sensor Failure,8708.46,363,239691.14,30,TECH-247,Resolved,Sensor disconnected
07/19/2022,PLT-003,Bangalore,MCH-003-019,Lathe Machine,Afternoon,OPR-1101,77,Human Error,8274.55,241,137037.87,47,TECH-246,Pending,Improper operation
07/19/2022,PLT-001,Pune,MCH-001-016,Conveyor Belt,Afternoon,OPR-1011,40,Electrical Failure,9265.39,131,59541.17,32,TECH-204,Resolved,Short circuit
07/19/2022,PLT-002,Mumbai,MCH-002-018,Conveyor Belt,Night,OPR-1090,58,Electrical Failure,10434.00,307,192148.54,39,TECH-235,Resolved,Blown fuse
07/19/2022,PLT-003,Bangalore,MCH-003-013,Hydraulic Press,Night,OPR-1072,421,Power Failure,92543.56,2339,950930.93,299,TECH-203,Resolved,UPS failure
07/19/2022,PLT-001,Pune,MCH-001-003,Lathe Machine,Afternoon,OPR-1117,169,Hydraulic Leak,17843.91,561,433713.90,134,TECH-254,Resolved,Valve failure
07/19/2022,PLT-001,Pune,MCH-001-005,Conveyor Belt,Night,OPR-1114,52,Human Error,13869.41,314,116532.17,44,TECH-224,Resolved,Improper operation
07/19/2022,PLT-003,Bangalore,MCH-003-009,Conveyor Belt,Afternoon,OPR-1107,173,Hydraulic Leak,34354.73,895,713004.19,129,TECH-204,Resolved,Pipe crack
07/19/2022,PLT-002,Mumbai,MCH-002-005,Conveyor Belt,Night,OPR-1183,107,Overheating,15036.81,521,187476.60,87,TECH-209,Resolved,Cooling fan failure
07/19/2022,PLT-003,Bangalore,MCH-003-007,CNC Machine,Night,OPR-1071,53,Overheating,10159.77,288,223524.52,35,TECH-207,Resolved,Lubricant depletion
07/19/2022,PLT-002,Mumbai,MCH-002-016,Packaging Unit,Night,OPR-1005,159,Electrical Failure,29518.01,783,287032.52,141,TECH-246,Resolved,Wiring fault
07/19/2022,PLT-003,Bangalore,MCH-003-019,Robotic Arm,Morning,OPR-1053,133,Overheating,17492.04,693,239484.42,104,TECH-236,Resolved,Lubricant depletion
07/19/2022,PLT-001,Pune,MCH-001-012,Hydraulic Press,Morning,OPR-1195,99,Sensor Failure,22769.35,728,200244.24,92,TECH-246,Resolved,Sensor disconnected
07/19/2022,PLT-002,Mumbai,MCH-002-006,Conveyor Belt,Night,OPR-1127,147,Sensor Failure,21411.48,1178,403959.60,106,TECH-240,Resolved,Sensor disconnected
07/19/2022,PLT-003,Bangalore,MCH-003-011,Robotic Arm,Morning,OPR-1182,189,Hydraulic Leak,30219.81,430,124363.62,161,TECH-247,Pending,Valve failure
07/19/2022,PLT-002,Mumbai,MCH-002-010,Conveyor Belt,Afternoon,OPR-1158,158,Mechanical Failure,17132.55,557,353190.59,125,TECH-238,Resolved,Gear misalignment
07/19/2022,PLT-002,Mumbai,MCH-002-008,Lathe Machine,Afternoon,OPR-1182,64,Mechanical Failure,16926.66,510,151391.53,49,TECH-239,Resolved,Worn bearings
07/19/2022,PLT-003,Bangalore,MCH-003-002,Hydraulic Press,Night,OPR-1174,91,Electrical Failure,22532.75,688,356215.04,63,TECH-207,Resolved,Wiring fault
07/19/2022,PLT-001,Pune,MCH-001-012,Injection Moulding,Afternoon,OPR-1055,108,Electrical Failure,10753.41,273,149517.13,66,TECH-212,Resolved,Wiring fault
07/19/2022,PLT-003,Bangalore,MCH-003-019,Injection Moulding,Afternoon,OPR-1120,284,Hydraulic Leak,67868.44,1390,452023.18,226,TECH-222,Resolved,Valve failure
07/19/2022,PLT-002,Mumbai,MCH-002-017,CNC Machine,Morning,OPR-1191,59,Overheating,11317.18,360,231687.83,36,TECH-218,Resolved,Ambient temperature
07/19/2022,PLT-002,Mumbai,MCH-002-007,Welding Robot,Night,OPR-1121,446,Power Failure,34123.69,1826,354246.81,296,TECH-258,Resolved,UPS failure
07/19/2022,PLT-001,Pune,MCH-001-013,CNC Machine,Afternoon,OPR-1152,137,Mechanical Failure,25835.01,366,191939.18,106,TECH-229,Resolved,Belt snapped
07/19/2022,PLT-001,Pune,MCH-001-010,CNC Machine,Morning,OPR-1159,126,Mechanical Failure,11589.79,1042,585390.31,115,TECH-242,Pending,Gear misalignment
07/19/2022,PLT-003,Bangalore,MCH-003-008,Lathe Machine,Morning,OPR-1057,156,Mechanical Failure,30849.59,944,545849.60,104,TECH-235,Resolved,Component fatigue
07/19/2022,PLT-001,Pune,MCH-001-013,Lathe Machine,Afternoon,OPR-1080,98,Electrical Failure,15235.68,505,387998.20,76,TECH-229,Resolved,Motor burnout
07/19/2022,PLT-001,Pune,MCH-001-019,Robotic Arm,Afternoon,OPR-1078,111,Mechanical Failure,15230.97,765,159723.51,71,TECH-217,Resolved,Worn bearings
07/20/2022,PLT-001,Pune,MCH-001-008,CNC Machine,Afternoon,OPR-1159,34,Overheating,6262.02,234,113909.15,22,TECH-230,Resolved,Cooling fan failure
07/20/2022,PLT-003,Bangalore,MCH-003-003,Hydraulic Press,Morning,OPR-1164,148,Hydraulic Leak,36314.36,1127,487707.16,113,TECH-230,Resolved,Seal degradation
07/20/2022,PLT-001,Pune,MCH-001-011,CNC Machine,Afternoon,OPR-1045,94,Electrical Failure,7982.51,625,164582.06,56,TECH-221,Resolved,Short circuit
07/20/2022,PLT-002,Mumbai,MCH-002-001,Packaging Unit,Afternoon,OPR-1137,41,Sensor Failure,9002.92,179,61360.34,34,TECH-202,Resolved,Firmware error
